,AirT,AirCO2,AirRH,AirPAR,method
1695,31.75,576.45,49.74,,Human
1696,28.78,580.49,54.04,,Human
1697,25.0,590.75,58.39,,Human
1698,22.24,597.67,63.22,,Human
1699,20.11,612.36,71.4,,Human
1700,18.57,621.96,77.06,,Human
1701,17.46,633.72,83.51,,Human
1702,16.39,660.99,90.7,,Human
1703,15.63,685.43,93.66,,Human
1728,14.72,709.2,94.48,,Human
1729,14.05,733.69,95.02,,Human
1730,13.57,762.32,95.42,,Human
1731,13.32,764.36,96.24,,Human
1732,13.05,767.85,96.97,,Human
1733,14.75,696.8,99.08,,Human
1734,19.03,617.68,92.67,,Human
1735,24.15,598.48,77.18,,Human
1736,29.26,578.31,63.98,,Human
1737,32.28,583.03,57.51,,Human
1738,33.88,579.21,54.87,,Human
1739,32.03,572.64,60.89,,Human
1740,32.62,566.8,58.91,,Human
1741,33.3,565.58,55.59,,Human
1742,32.54,562.59,56.6,,Human
1743,33.16,556.95,58.56,,Human
1744,31.18,571.04,59.7,,Human
1745,26.83,595.38,55.49,,Human
1746,24.49,601.42,64.49,,Human
1747,22.47,619.47,71.59,,Human
1748,20.81,630.09,76.61,,Human
1749,20.12,622.4,73.38,,Human
1750,19.71,622.3,70.92,,Human
1751,18.54,664.62,78.04,,Human
1776,17.79,681.47,82.01,,Human
1777,16.8,684.52,87.28,,Human
1778,16.33,679.13,91.9,,Human
1779,15.72,696.81,93.94,,Human
1780,15.31,695.35,95.47,,Human
1781,16.55,621.79,93.14,,Human
1782,20.19,577.96,80.72,,Human
1783,24.28,570.76,70.71,,Human
1784,27.87,573.2,65.48,,Human
1785,29.5,597.28,61.04,,Human
1786,31.42,589.95,62.07,,Human
1787,31.61,585.38,63.64,,Human
1788,31.76,586.06,61.85,,Human
1789,31.6,589.24,61.0,,Human
1790,30.36,603.32,58.47,,Human
1791,29.65,605.25,66.95,,Human
1792,28.66,606.16,69.99,,Human
1793,27.51,600.21,70.39,,Human
1794,25.98,533.8,70.02,,Human
1795,24.06,549.51,77.64,,Human
1796,23.06,522.21,77.93,,Human
1797,22.15,497.37,77.67,,Human
1798,21.72,478.72,78.3,,Human
1799,20.82,491.15,82.68,,Human
1824,19.83,521.66,87.51,,Human
1825,18.89,551.77,92.6,,Human
1826,18.39,580.14,94.99,,Human
1827,17.91,566.82,95.33,,Human
1828,17.83,534.32,94.73,,Human
1829,18.55,549.29,95.85,,Human
1830,20.25,507.07,92.74,,Human
1831,21.27,482.3,89.91,,Human
1832,23.13,476.38,87.25,,Human
1833,25.89,453.29,79.77,,Human
1834,29.81,442.18,71.46,,Human
1835,31.07,445.63,68.89,,Human
1836,31.32,443.37,66.05,,Human
1837,29.88,433.65,65.0,,Human
1838,31.61,424.72,62.32,,Human
1839,31.28,430.93,57.27,,Human
1840,30.23,442.38,53.96,,Human
1841,27.52,455.25,56.71,,Human
1842,24.68,463.78,63.73,,Human
1843,22.54,474.88,68.28,,Human
1844,20.46,515.45,80.5,,Human
1845,19.56,523.01,82.77,,Human
1846,18.66,540.0,86.35,,Human
1847,17.63,562.52,90.65,,Human
1872,17.03,558.09,93.26,,Human
1873,16.97,533.33,94.75,,Human
1874,16.61,555.65,95.8,,Human
1875,15.81,600.17,96.14,,Human
1876,15.4,618.45,97.29,,Human
1877,16.6,587.77,99.27,,Human
1878,20.58,479.85,90.84,,Human
1879,24.83,453.24,77.98,,Human
1880,28.51,440.69,69.2,,Human
1881,31.46,430.78,63.26,,Human
1882,33.41,434.17,60.36,,Human
1883,33.87,430.94,59.12,,Human
1884,34.31,426.18,58.73,,Human
1885,34.95,426.28,57.33,,Human
1886,35.48,428.01,57.12,,Human
1887,34.31,429.18,58.1,,Human
1888,32.09,434.39,63.02,,Human
1889,28.48,455.27,66.19,,Human
1890,25.56,483.45,71.08,,Human
1891,23.31,547.8,84.84,,Human
1892,21.85,567.98,87.88,,Human
1893,20.79,586.51,91.19,,Human
1894,20.44,525.16,92.0,,Human
1895,20.43,502.17,87.28,,Human
1920,20.16,509.51,83.39,,Human
1921,19.57,516.75,84.02,,Human
1922,18.97,540.35,87.81,,Human
1923,18.45,509.13,89.86,,Human
1924,18.56,496.75,92.26,,Human
1925,19.56,478.31,89.01,,Human
1926,22.06,462.41,83.87,,Human
1927,25.03,450.58,74.77,,Human
1928,27.51,464.5,66.66,,Human
1929,29.44,459.34,64.39,,Human
1930,31.18,454.6,61.47,,Human
1931,31.33,453.61,60.77,,Human
1932,31.99,458.31,60.95,,Human
1933,32.43,456.83,60.03,,Human
1934,32.11,463.31,57.69,,Human
1935,31.62,468.78,57.14,,Human
1936,30.41,476.07,56.14,,Human
1937,28.22,484.04,59.88,,Human
1938,26.55,486.4,60.31,,Human
1939,25.14,483.74,69.9,,Human
1940,24.29,487.54,72.79,,Human
1941,23.55,487.16,73.52,,Human
1942,22.62,491.32,75.07,,Human
1943,21.64,504.9,79.13,,Human
1968,20.86,500.67,80.44,,Human
1969,20.82,495.36,80.4,,Human
1970,20.76,493.34,81.24,,Human
1971,20.68,494.42,81.87,,Human
1972,20.75,491.54,83.17,,Human
1973,20.66,486.13,88.0,,Human
1974,22.4,478.17,86.03,,Human
1975,24.8,465.73,81.89,,Human
1976,27.35,462.49,74.72,,Human
1977,29.05,465.98,68.45,,Human
1978,30.82,458.71,64.79,,Human
1979,31.58,464.25,62.14,,Human
1980,32.35,463.59,60.06,,Human
1981,32.6,460.51,58.56,,Human
1982,32.5,458.3,58.87,,Human
1983,30.65,466.35,59.31,,Human
1984,29.73,457.13,67.64,,Human
1985,27.98,463.05,69.05,,Human
1986,26.34,470.71,72.42,,Human
1987,24.94,477.97,74.65,,Human
1988,23.74,483.04,77.92,,Human
1989,22.79,485.82,80.11,,Human
1990,22.34,485.33,80.9,,Human
1991,21.76,495.97,83.29,,Human
2016,21.09,494.12,84.88,,Human
2017,20.56,504.53,85.89,,Human
2018,19.92,504.07,86.99,,Human
2019,19.42,501.64,86.52,,Human
2020,18.96,501.5,87.44,,Human
2021,19.7,479.31,84.84,,Human
2022,21.61,456.13,84.32,,Human
2023,25.31,446.53,76.61,,Human
2024,27.14,455.62,68.86,,Human
2025,29.48,439.25,67.34,,Human
2026,30.6,430.74,67.78,,Human
2027,31.71,430.24,66.16,,Human
2028,30.75,433.05,68.01,,Human
2029,31.17,425.77,70.52,,Human
2030,31.64,432.65,67.14,,Human
2031,30.28,435.41,70.3,,Human
2032,27.89,449.0,71.59,,Human
2033,26.58,458.39,71.38,,Human
2034,25.22,468.71,74.21,,Human
2035,23.68,482.64,78.28,,Human
2036,22.34,495.13,82.21,,Human
2037,21.75,509.19,84.29,,Human
2038,20.78,521.55,87.54,,Human
2039,19.47,545.51,91.88,,Human
2064,18.78,559.79,93.23,,Human
2065,19.01,528.05,92.35,,Human
2066,19.37,495.75,86.56,,Human
2067,19.87,484.35,81.74,,Human
2068,19.38,491.22,85.82,,Human
2069,19.7,474.3,87.61,,Human
2070,20.9,459.01,84.14,,Human
2071,22.16,437.78,83.29,,Human
2072,23.46,431.95,80.67,,Human
2073,24.14,435.32,78.41,,Human
2074,25.63,437.43,74.78,,Human
2075,25.03,447.18,75.55,,Human
2076,23.75,451.78,71.96,,Human
2077,23.56,449.33,75.87,,Human
2078,23.1,449.7,78.27,,Human
2079,22.67,447.65,84.08,,Human
2080,22.52,450.75,81.8,,Human
2081,22.22,460.45,82.52,,Human
2082,21.06,478.64,84.0,,Human
2083,20.02,493.4,87.6,,Human
2084,19.55,498.03,90.47,,Human
2085,19.29,540.63,93.99,,Human
2086,19.08,576.51,95.67,,Human
2087,19.02,576.84,96.05,,Human
2112,18.83,498.92,89.7,,Human
2113,18.71,478.05,87.75,,Human
2114,18.57,486.18,90.45,,Human
2115,18.36,498.41,93.38,,Human
2116,18.18,495.37,95.88,,Human
2117,18.41,483.62,97.78,,Human
2118,18.89,473.55,97.05,,Human
2119,19.86,447.64,92.97,,Human
2120,20.16,437.2,92.94,,Human
2121,21.4,427.86,89.96,,Human
2122,22.77,425.09,86.63,,Human
2123,22.66,422.56,88.03,,Human
2124,21.47,434.1,90.2,,Human
2125,22.98,422.65,89.2,,Human
2126,27.58,418.49,75.47,,Human
2127,26.24,425.54,76.62,,Human
2128,23.72,439.62,81.11,,Human
2129,22.72,441.52,82.37,,Human
2130,21.65,450.92,85.07,,Human
2131,20.6,463.48,87.78,,Human
2132,20.06,472.36,90.03,,Human
2133,19.69,482.42,92.0,,Human
2134,19.52,491.64,93.29,,Human
2135,19.3,495.98,94.14,,Human
2160,19.16,494.8,95.47,,Human
2161,19.03,487.67,95.5,,Human
2162,18.73,494.11,96.73,,Human
2163,18.59,506.22,98.2,,Human
2164,18.56,502.15,98.28,,Human
2165,19.49,470.84,96.05,,Human
2166,21.41,443.87,90.24,,Human
2167,22.67,434.66,87.28,,Human
2168,26.82,427.14,79.47,,Human
2169,30.45,423.81,69.21,,Human
2170,30.5,425.37,68.35,,Human
2171,29.28,423.83,71.09,,Human
2172,31.22,417.86,67.02,,Human
2173,29.37,425.87,69.1,,Human
2174,28.24,425.61,70.92,,Human
2175,28.13,423.73,70.76,,Human
2176,25.54,425.99,75.99,,Human
2177,24.14,434.33,77.49,,Human
2178,22.39,448.32,82.44,,Human
2179,20.57,459.83,93.78,,Human
2180,19.76,467.07,97.97,,Human
2181,19.53,480.01,99.25,,Human
2182,19.43,476.6,99.74,,Human
2183,19.17,463.99,99.5,,Human
2208,18.32,446.47,96.31,,Human
2209,17.58,448.95,97.94,,Human
2210,17.18,450.55,98.34,,Human
2211,16.84,465.67,99.59,,Human
2212,16.8,495.68,100.0,,Human
2213,16.8,502.45,100.0,,Human
2214,19.14,435.77,95.23,,Human
2215,22.1,421.0,83.47,,Human
2216,25.59,413.71,74.11,,Human
2217,28.78,410.29,67.16,,Human
2218,30.72,407.01,63.12,,Human
2219,30.56,413.65,63.7,,Human
2220,30.49,417.3,63.5,,Human
2221,32.5,414.72,60.72,,Human
2222,29.59,419.63,65.61,,Human
2223,28.94,419.47,65.51,,Human
2224,28.55,423.38,64.89,,Human
2225,25.03,428.01,75.19,,Human
2226,22.57,439.56,81.52,,Human
2227,20.69,496.75,92.01,,Human
2228,19.05,561.84,95.23,,Human
2229,17.91,614.13,97.18,,Human
2230,17.34,645.45,97.99,,Human
2231,16.89,690.59,98.32,,Human
2256,16.63,710.29,99.05,,Human
2257,16.54,675.98,99.47,,Human
2258,16.35,611.78,99.62,,Human
2259,16.36,546.94,99.88,,Human
2260,16.86,524.21,100.0,,Human
2261,18.07,511.73,99.82,,Human
2262,20.5,499.17,94.33,,Human
2263,23.98,477.34,84.86,,Human
2264,27.45,442.43,76.97,,Human
2265,30.59,404.09,67.8,,Human
2266,32.39,395.72,65.09,,Human
2267,29.86,408.72,69.07,,Human
2268,23.37,435.54,86.67,,Human
2269,27.37,417.01,79.89,,Human
2270,32.84,403.23,64.93,,Human
2271,32.43,406.62,64.07,,Human
2272,29.18,412.03,68.87,,Human
2273,25.54,420.6,76.74,,Human
2274,23.02,431.01,85.22,,Human
2275,21.34,465.75,90.52,,Human
2276,19.81,537.09,95.63,,Human
2277,18.48,591.88,97.27,,Human
2278,18.4,531.85,99.41,,Human
2279,18.42,522.47,99.66,,Human
2304,18.02,531.63,99.7,,Human
2305,17.66,547.66,99.69,,Human
2306,17.13,583.65,99.66,,Human
2307,16.83,582.24,99.95,,Human
2308,16.66,594.54,99.92,,Human
2309,17.79,536.91,99.87,,Human
2310,20.92,465.91,95.53,,Human
2311,24.94,449.58,86.77,,Human
2312,28.62,440.47,77.57,,Human
2313,31.86,427.47,72.12,,Human
2314,35.02,422.88,64.14,,Human
2315,35.62,419.38,63.69,,Human
2316,35.26,414.41,64.22,,Human
2317,36.11,412.06,61.62,,Human
2318,36.08,414.81,60.13,,Human
2319,35.16,415.59,62.63,,Human
2320,32.19,420.46,63.03,,Human
2321,28.12,436.32,69.53,,Human
2322,25.29,463.91,84.56,,Human
2323,23.0,535.19,93.03,,Human
2324,21.07,606.16,95.95,,Human
2325,20.28,650.46,98.02,,Human
2326,19.99,668.11,98.9,,Human
2327,19.55,663.96,99.36,,Human
2352,19.34,587.26,99.1,,Human
2353,19.07,570.84,98.92,,Human
2354,19.07,546.91,98.62,,Human
2355,18.94,543.5,98.6,,Human
2356,18.8,536.96,98.95,,Human
2357,19.29,527.98,98.84,,Human
2358,20.57,502.89,96.69,,Human
2359,23.45,462.57,90.15,,Human
2360,26.11,426.92,83.73,,Human
2361,28.03,418.16,80.23,,Human
2362,28.16,413.73,80.65,,Human
2363,29.31,406.63,77.75,,Human
2364,30.81,415.39,74.16,,Human
2365,30.18,419.86,76.58,,Human
2366,30.8,415.9,76.17,,Human
2367,30.32,421.04,76.37,,Human
2368,27.47,433.68,82.46,,Human
2369,25.25,453.7,84.79,,Human
2370,23.83,480.9,89.52,,Human
2371,22.54,542.15,94.98,,Human
2372,21.66,619.13,98.19,,Human
2373,21.04,664.11,99.03,,Human
2374,20.71,636.66,99.73,,Human
2375,20.27,637.26,99.76,,Human
2496,19.66,535.3,99.12,,Human
2497,19.61,539.53,99.83,,Human
2498,19.62,533.55,99.98,,Human
2499,19.4,544.84,100.0,,Human
2500,19.45,561.32,100.0,,Human
2501,20.35,547.78,99.47,,Human
2502,22.22,499.72,94.28,,Human
2503,23.73,473.57,86.63,,Human
2504,26.87,452.99,78.56,,Human
2505,30.48,427.41,69.23,,Human
2506,30.37,430.64,71.49,,Human
2507,28.1,441.57,76.1,,Human
2508,25.41,453.66,84.98,,Human
2509,25.93,445.19,84.29,,Human
2510,30.77,433.68,70.6,,Human
2511,30.05,434.59,67.13,,Human
2512,28.03,439.23,69.91,,Human
2513,25.5,447.93,72.36,,Human
2514,23.41,460.07,77.88,,Human
2515,21.79,469.36,80.69,,Human
2516,20.72,478.07,86.07,,Human
2517,21.19,500.0,85.27,,Human
2518,21.28,491.86,85.88,,Human
2519,21.23,488.4,86.86,,Human
2544,21.37,474.15,80.57,,Human
2545,21.44,470.14,75.21,,Human
2546,21.48,469.21,76.59,,Human
2547,21.29,478.07,80.44,,Human
2548,20.72,482.72,84.13,,Human
2549,20.88,479.62,86.22,,Human
2550,22.01,462.12,85.7,,Human
2551,23.71,449.76,82.01,,Human
2552,24.22,449.83,81.99,,Human
2553,23.26,449.58,85.3,,Human
2554,25.73,437.9,78.78,,Human
2555,23.53,444.94,85.95,,Human
2556,23.08,441.45,86.96,,Human
2557,25.71,417.6,84.99,,Human
2558,25.68,426.65,81.56,,Human
2559,25.23,431.32,77.59,,Human
2560,24.75,437.88,74.11,,Human
2561,24.22,445.29,73.19,,Human
2562,22.96,455.71,74.46,,Human
2563,21.58,460.02,78.23,,Human
2564,20.6,468.04,82.15,,Human
2565,19.66,472.07,86.27,,Human
2566,18.84,478.66,90.57,,Human
2567,18.27,474.76,91.89,,Human
2592,17.75,488.5,94.61,,Human
2593,17.48,486.34,95.27,,Human
2594,17.13,480.99,95.25,,Human
2595,16.77,480.81,96.32,,Human
2596,16.56,494.13,98.19,,Human
2597,17.92,481.69,98.93,,Human
2598,20.94,438.58,92.47,,Human
2599,23.43,428.63,85.28,,Human
2600,27.44,418.49,73.94,,Human
2601,27.32,422.81,70.98,,Human
2602,30.33,427.81,65.79,,Human
2603,31.18,426.28,63.78,,Human
2604,28.64,431.36,68.54,,Human
2605,26.83,433.06,72.76,,Human
2606,26.23,437.38,72.63,,Human
2607,27.73,438.36,68.97,,Human
2608,25.42,447.96,73.05,,Human
2609,24.05,448.52,76.48,,Human
2610,22.5,462.82,79.08,,Human
2611,20.23,485.71,87.24,,Human
2612,19.02,504.19,92.56,,Human
2613,18.52,505.97,94.75,,Human
2614,18.1,494.54,95.15,,Human
2615,17.62,506.51,97.39,,Human
2640,17.71,520.89,98.04,,Human
2641,16.87,563.68,98.76,,Human
2642,17.54,599.32,99.94,,Human
2643,17.67,608.08,99.9,,Human
2644,17.69,606.48,99.96,,Human
2645,19.0,531.67,99.3,,Human
2646,21.25,476.83,94.08,,Human
2647,24.74,458.34,86.96,,Human
2648,28.28,444.69,75.8,,Human
2649,30.05,437.55,72.4,,Human
2650,26.95,449.94,78.49,,Human
2651,29.17,433.6,75.71,,Human
2652,33.4,430.09,64.4,,Human
2653,35.52,426.02,57.59,,Human
2654,34.24,426.93,57.71,,Human
2655,33.46,422.56,56.58,,Human
2656,29.83,426.21,62.61,,Human
2657,26.36,427.76,68.28,,Human
2658,22.86,441.4,73.47,,Human
2659,20.27,461.15,79.32,,Human
2660,18.43,474.78,84.21,,Human
2661,17.02,505.26,92.12,,Human
2662,15.81,555.54,94.67,,Human
2663,14.99,588.14,95.99,,Human
2688,14.59,591.73,96.59,,Human
2689,13.98,628.9,96.62,,Human
2690,13.46,651.16,97.12,,Human
2691,13.21,638.78,98.04,,Human
2692,12.91,640.48,98.11,,Human
2693,14.11,590.18,99.25,,Human
2694,18.53,490.45,93.98,,Human
2695,23.99,445.31,78.66,,Human
2696,28.71,425.25,67.01,,Human
2697,31.3,416.95,62.01,,Human
2698,33.24,411.78,59.07,,Human
2699,34.86,410.46,55.37,,Human
2700,35.05,409.76,54.51,,Human
2701,35.64,412.19,51.9,,Human
2702,35.86,415.06,51.58,,Human
2703,33.42,414.18,57.43,,Human
2704,29.79,413.55,63.49,,Human
2705,26.19,423.98,68.13,,Human
2706,22.86,442.08,73.47,,Human
2707,20.42,469.98,82.74,,Human
2708,18.88,505.39,89.64,,Human
2709,17.44,551.08,92.8,,Human
2710,16.59,601.92,96.15,,Human
2711,16.03,653.31,96.83,,Human
2736,15.53,682.51,96.97,,Human
2737,15.21,657.1,97.72,,Human
2738,14.82,627.32,97.53,,Human
2739,14.27,643.81,97.61,,Human
2740,14.06,655.61,98.75,,Human
2741,15.57,588.92,99.51,,Human
2742,18.78,500.81,95.44,,Human
2743,24.49,460.49,79.43,,Human
2744,29.37,429.95,68.64,,Human
2745,32.46,428.08,62.88,,Human
2746,34.41,422.68,59.66,,Human
2747,35.39,410.97,57.3,,Human
2748,36.05,410.61,57.74,,Human
2749,36.49,404.08,57.63,,Human
2750,36.4,401.19,58.2,,Human
2751,33.86,411.76,58.07,,Human
2752,30.88,402.96,68.69,,Human
2753,27.0,426.09,69.0,,Human
2754,24.34,448.53,67.13,,Human
2755,21.83,502.75,81.8,,Human
2756,19.73,571.36,90.2,,Human
2757,18.84,617.14,93.81,,Human
2758,17.95,642.77,96.05,,Human
2759,17.29,654.67,97.24,,Human
2784,16.92,638.21,98.24,,Human
2785,17.35,595.53,99.22,,Human
2786,17.68,616.73,99.09,,Human
2787,17.65,606.6,98.48,,Human
2788,17.11,635.84,99.06,,Human
2789,18.11,594.77,99.47,,Human
2790,21.45,550.87,92.81,,Human
2791,25.46,504.97,82.52,,Human
2792,30.05,464.51,72.23,,Human
2793,33.31,437.58,66.79,,Human
2794,34.2,429.96,66.26,,Human
2795,33.52,417.81,69.03,,Human
2796,33.12,406.41,68.68,,Human
2797,33.47,407.64,69.22,,Human
2798,35.09,410.84,64.39,,Human
2799,33.5,411.54,66.92,,Human
2800,31.03,417.95,69.92,,Human
2801,26.77,437.18,75.77,,Human
2802,24.91,447.52,79.24,,Human
2803,22.79,477.05,86.3,,Human
2804,21.75,518.2,91.12,,Human
2805,21.38,506.27,92.7,,Human
2806,21.27,508.89,93.99,,Human
2807,20.57,510.6,95.44,,Human
2832,19.93,515.73,95.18,,Human
2833,19.42,525.06,94.73,,Human
2834,18.61,547.95,95.4,,Human
2835,18.32,547.69,94.27,,Human
2836,17.9,561.04,95.44,,Human
2837,19.72,522.31,92.84,,Human
2838,21.04,498.97,92.15,,Human
2839,23.61,458.37,87.15,,Human
2840,29.02,423.03,73.59,,Human
2841,31.92,423.82,68.79,,Human
2842,34.19,419.69,66.11,,Human
2843,35.84,412.35,64.64,,Human
2844,35.31,426.05,65.78,,Human
2845,35.55,410.92,66.28,,Human
2846,34.34,416.62,67.49,,Human
2847,33.19,415.69,70.24,,Human
2848,31.23,421.92,73.51,,Human
2849,27.74,447.7,77.8,,Human
2850,25.65,459.93,83.27,,Human
2851,23.26,493.9,88.02,,Human
2852,21.77,530.63,94.16,,Human
2853,20.94,536.98,96.77,77.78399999999998,Human
2854,20.18,578.6,98.47,77.721,Human
2855,19.84,585.82,99.51,77.721,Human
24,17.11,685.28,85.53,83.89500000000002,EGA
25,16.79,707.24,87.16,83.91600000000003,EGA
26,16.44,728.03,88.61,83.874,EGA
27,16.2,746.83,89.7,83.93700000000003,EGA
28,15.94,762.67,90.8,83.958,EGA
29,15.57,775.38,91.91,83.958,EGA
30,15.58,786.29,92.53,83.958,EGA
31,21.11,746.88,69.22,185.199,EGA
32,24.0,443.31,36.2,321.657,EGA
33,24.8,408.98,28.52,405.63599999999997,EGA
34,25.9,408.86,26.5,507.318,EGA
35,24.59,407.18,30.42,340.32599999999996,EGA
36,24.16,405.05,30.82,346.01700000000005,EGA
37,23.35,412.45,39.04,221.676,EGA
38,23.71,417.61,44.13,199.878,EGA
39,25.16,419.61,40.27,205.44299999999998,EGA
40,22.12,422.18,46.61,136.79399999999998,EGA
41,18.73,454.29,65.92,102.31200000000001,EGA
42,17.46,499.09,77.59,83.89500000000002,EGA
43,17.96,540.55,78.97,83.89500000000002,EGA
44,17.54,577.89,82.03,83.89500000000002,EGA
45,17.08,611.1,84.41,83.93700000000003,EGA
46,16.71,641.14,86.36,83.958,EGA
47,16.36,666.34,87.99,83.958,EGA
48,16.03,690.24,89.43,83.97900000000001,EGA
49,15.79,709.82,90.35,83.958,EGA
50,15.66,722.4,91.0,83.91600000000003,EGA
51,15.49,736.09,91.8,83.97900000000001,EGA
52,15.21,750.77,92.78,83.958,EGA
53,14.95,763.65,93.58,83.93700000000003,EGA
54,15.07,775.8,94.05,83.958,EGA
55,15.59,778.04,87.46,120.18299999999999,EGA
56,18.86,740.94,75.87,224.385,EGA
57,24.44,429.16,40.68,371.76300000000003,EGA
58,26.09,411.6,35.86,391.734,EGA
59,24.81,413.07,38.32,291.9840000000001,EGA
60,23.56,411.78,42.14,234.381,EGA
61,23.77,415.9,44.01,232.47000000000003,EGA
62,24.14,424.53,46.1,217.60200000000003,EGA
63,22.26,453.92,59.8,151.05300000000003,EGA
64,21.18,489.35,67.78,136.03799999999998,EGA
65,17.38,517.54,79.89,93.744,EGA
66,17.47,564.22,87.9,83.93700000000003,EGA
67,17.12,598.86,89.68,83.958,EGA
68,16.61,627.69,90.84,83.874,EGA
69,16.16,653.13,91.67,83.89500000000002,EGA
70,15.78,676.53,92.31,83.93700000000003,EGA
71,15.43,697.17,92.84,83.89500000000002,EGA
96,16.72,704.5,89.64,83.93700000000003,EGA
97,16.35,727.27,91.03,83.93700000000003,EGA
98,15.97,747.89,92.04,83.93700000000003,EGA
99,15.64,764.38,92.79,83.93700000000003,EGA
100,15.31,780.95,93.5,83.97900000000001,EGA
101,15.01,795.53,94.16,83.93700000000003,EGA
102,15.22,808.25,94.62,89.75399999999998,EGA
103,21.61,770.67,71.24,189.336,EGA
104,24.44,475.74,44.21,276.948,EGA
105,26.36,433.02,33.25,291.774,EGA
106,30.39,415.3,26.73,369.24300000000005,EGA
107,33.55,409.21,23.44,502.65600000000006,EGA
108,34.91,408.25,22.51,503.16,EGA
109,35.28,405.09,21.57,437.955,EGA
110,33.36,401.68,20.14,362.48100000000005,EGA
111,28.31,408.15,20.63,222.15900000000002,EGA
112,23.15,411.79,23.94,151.05300000000003,EGA
113,21.01,433.95,44.56,102.921,EGA
114,20.47,482.07,59.08,83.89500000000002,EGA
115,20.86,530.81,66.49,83.93700000000003,EGA
116,20.41,576.01,72.83,83.958,EGA
117,19.96,614.8,77.17,83.958,EGA
118,19.43,650.29,81.04,83.958,EGA
119,18.98,682.09,83.83,83.97900000000001,EGA
144,18.61,708.48,85.88,83.93700000000003,EGA
145,18.24,727.9,87.6,84.0,EGA
146,17.89,744.18,88.95,83.958,EGA
147,17.58,757.45,90.04,83.958,EGA
148,17.27,771.31,91.5,83.91600000000003,EGA
149,16.92,784.1,92.86,83.97900000000001,EGA
150,16.89,790.55,93.44,84.92399999999998,EGA
151,22.92,697.0,67.11,195.552,EGA
152,25.12,423.69,35.23,311.052,EGA
153,27.06,412.9,27.26,348.87300000000016,EGA
154,30.1,413.96,25.68,473.69699999999995,EGA
155,30.38,410.46,23.86,528.255,EGA
156,32.45,408.23,23.21,539.952,EGA
157,33.27,405.58,22.17,455.13300000000004,EGA
158,31.94,404.37,22.16,362.124,EGA
159,28.87,408.19,23.18,238.266,EGA
160,23.98,415.18,25.69,153.993,EGA
161,21.09,436.89,45.15,102.31200000000001,EGA
162,21.07,490.02,59.76,83.93700000000003,EGA
163,21.16,543.48,67.82,83.93700000000003,EGA
164,20.65,591.51,74.36,83.93700000000003,EGA
165,20.11,633.65,78.95,83.93700000000003,EGA
166,19.62,671.37,82.2,83.958,EGA
167,18.98,706.36,85.68,83.958,EGA
192,18.47,738.42,88.22,83.97900000000001,EGA
193,18.01,767.26,90.04,83.958,EGA
194,17.57,790.09,91.44,83.93700000000003,EGA
195,17.2,811.63,92.48,83.97900000000001,EGA
196,16.83,829.89,93.39,83.93700000000003,EGA
197,16.53,847.18,94.29,83.93700000000003,EGA
198,16.99,863.21,92.65,101.89200000000001,EGA
199,22.55,781.69,69.55,185.787,EGA
200,24.99,477.15,44.89,282.093,EGA
201,28.63,441.99,32.11,352.86300000000006,EGA
202,32.1,427.51,27.06,446.439,EGA
203,34.24,419.4,25.73,474.663,EGA
204,35.5,413.61,23.58,464.94000000000005,EGA
205,35.26,411.49,24.18,394.275,EGA
206,33.8,411.06,24.26,310.065,EGA
207,31.1,414.59,25.56,219.387,EGA
208,26.71,421.41,28.02,150.80100000000004,EGA
209,22.37,436.68,38.59,102.41700000000002,EGA
210,22.16,492.13,56.64,83.89500000000002,EGA
211,21.65,559.87,68.71,84.0,EGA
212,21.16,603.52,74.86,83.93700000000003,EGA
213,20.81,649.32,79.13,83.91600000000003,EGA
214,20.45,685.41,82.48,83.97900000000001,EGA
215,20.04,721.29,85.48,83.958,EGA
264,20.39,764.21,90.0,83.93700000000003,EGA
265,20.19,797.52,91.27,83.91600000000003,EGA
266,19.91,828.85,92.53,83.97900000000001,EGA
267,19.57,852.63,93.54,83.958,EGA
268,19.17,875.1,94.95,83.93700000000003,EGA
269,18.87,899.0,95.9,83.97900000000001,EGA
270,19.02,917.02,95.8,91.30799999999999,EGA
271,23.89,735.29,69.65,190.554,EGA
272,26.35,418.59,37.95,278.649,EGA
273,29.59,412.76,31.48,354.648,EGA
274,31.69,408.03,30.31,394.338,EGA
275,31.83,410.04,30.09,358.995,EGA
276,32.21,406.83,30.06,365.19000000000005,EGA
277,32.28,403.25,31.52,342.657,EGA
278,33.98,399.16,31.07,308.7630000000001,EGA
279,31.47,401.26,31.41,223.461,EGA
280,27.0,411.27,33.29,150.33900000000003,EGA
281,22.82,432.0,47.29,98.574,EGA
282,22.24,489.24,66.48,83.958,EGA
283,22.39,549.11,74.52,83.958,EGA
284,21.96,603.64,80.2,83.97900000000001,EGA
285,21.35,652.56,84.4,83.91600000000003,EGA
286,20.75,700.35,87.77,83.958,EGA
287,20.18,742.65,90.26,83.97900000000001,EGA
312,19.7,778.22,92.27,83.93700000000003,EGA
313,19.21,809.51,93.53,83.89500000000002,EGA
314,18.84,836.27,94.42,83.958,EGA
315,18.71,861.67,95.25,83.958,EGA
316,18.59,874.08,95.48,83.91600000000003,EGA
317,18.27,886.07,96.21,83.89500000000002,EGA
318,18.3,902.46,96.77,85.491,EGA
319,22.87,702.63,73.38,185.808,EGA
320,25.03,413.61,45.07,271.76099999999997,EGA
321,25.43,408.07,33.36,346.75199999999984,EGA
